lostsales,first_var,var_discount,forecast_id,opt_cost,opt_MC_std,solve_time_s
true,0.1,0.9,6,10250.270666755183,2055.1142369969716,0.782718500584999
true,0.1,0.9,7,9390.314534284284,1692.1600154100418,0.7084568190750007
true,0.1,0.9,8,11294.673719779283,1967.5478248483455,0.776878969557999
false,0.1,0.9,1,6373.303653630362,700.8851837146241,0.3189200585669999
false,0.1,0.9,2,9216.829901090301,1128.0952025755723,0.7296664349389996
false,0.1,0.9,3,11783.03080777374,1830.331168504445,1.283766466251002
false,0.1,0.9,4,9111.406872552785,1341.5877659025707,0.7439913965480002
false,0.1,0.9,5,9172.0678187048,1296.500524483964,0.776032631639
false,0.1,0.9,6,9127.629162671148,1232.904774350283,0.784093275205001
false,0.1,0.9,7,8548.802183203134,1306.946344272824,0.7137201031800001
false,0.1,0.9,8,9821.438310621172,1324.0020075514512,0.7758887004299996
true,0.05,0.9,1,6329.562608946332,491.4651598864011,0.2713746452540002
true,0.05,0.9,2,9255.385805999264,854.4065120667293,0.6248046898769999
true,0.05,0.9,3,12200.345521126492,1270.1640071766014,1.082074497843002
true,0.05,0.9,4,9176.91498850115,863.7087087240483,0.6523505097639993
true,0.05,0.9,5,9264.400038553764,898.036006295009,0.662191433034999
true,0.05,0.9,6,9249.395061778205,858.546907489802,0.668722865649001
true,0.05,0.9,7,8568.967681724225,789.267799319025,0.6152350131629994
true,0.05,0.9,8,10293.695738187234,934.319865344987,0.6739921470239995
false,0.05,0.9,1,6054.38700353396,366.1569774067185,0.2695042838629995
false,0.05,0.9,2,8721.774152365699,546.6651628466632,0.6213661478159999
false,0.05,0.9,3,10978.871152100382,749.5831577200646,1.1078403570719981
false,0.05,0.9,4,8579.564636907848,553.8956509585687,0.6723297979249984
false,0.05,0.9,5,8559.1220435859,538.4633068344114,0.6631463214910003
false,0.05,0.9,6,8578.795806809932,568.471191503378,0.6955077401990007
false,0.05,0.9,7,8108.064914988583,514.5600363084254,0.6365613096399998
false,0.05,0.9,8,9310.28488484594,597.370923617454,0.6710924895110004
true,0.03,0.9,1,6197.863550918815,323.73250887217597,0.24076228971199976
true,0.03,0.9,2,9032.182986945812,568.0736637795325,0.5638380992409998
true,0.03,0.9,3,11817.744625623418,810.119027001662,0.9778881845260015
true,0.03,0.9,4,8935.84703697326,588.7529683608891,0.5854477197869994
true,0.03,0.9,5,8934.443465050012,582.5860234154833,0.598925189002999
true,0.03,0.9,6,8997.501852774461,611.946994548522,0.6056919182469992
true,0.03,0.9,7,8364.296731655966,515.0065247977526,0.5386460239779995
true,0.03,0.9,8,10006.487107926532,639.3886631905656,0.5917743349749992
false,0.03,0.9,1,5961.144744805601,252.80898964432467,0.24466375367800022
false,0.03,0.9,2,8584.919625861863,380.9541139334843,0.5524899036750004
false,0.03,0.9,3,10767.040647528614,523.6273776195769,0.9791640114750016
false,0.03,0.9,4,8432.896047872147,391.84943849980374,0.5713231803769995
false,0.03,0.9,5,8438.343562320442,372.6755878582901,0.6074832727750008
false,0.03,0.9,6,8462.095660827199,400.11340248317623,0.6218328645789997
false,0.03,0.9,7,7979.5945225808055,360.53993346102703,0.5310951349619999
false,0.03,0.9,8,9130.421635168908,427.7873822249479,0.5972526774600009
true,0.1,0.95,1,7595.968785606575,2030.1215241502914,0.3948853093879998
true,0.1,0.95,2,10943.69193320336,4685.744164152793,0.9549785703539994
true,0.1,0.95,3,14831.461384731418,5418.630350522394,1.6584274490419992
true,0.1,0.95,4,10829.180456364436,3492.985709181874,0.973623462016001
true,0.1,0.95,5,10918.035295176072,3321.09092121037,1.0058224118749985
true,0.1,0.95,6,11162.005756200444,4043.9573652875893,1.000242329145001
true,0.1,0.95,7,10176.92278690228,3026.0289552493314,0.9511369304149996
true,0.1,0.95,8,12139.11486651939,4576.7857773585365,0.974496040782999
false,0.1,0.95,1,6960.3528762799615,1349.7329117686606,0.3866386600710003
false,0.1,0.95,2,9755.073920381557,2326.4518286972166,0.9411727068449983
false,0.1,0.95,3,12340.190201700338,2738.0070663263746,1.6672993038019992
false,0.1,0.95,4,9589.10020215713,2191.4669401781084,0.9760991452530006
false,0.1,0.95,5,9751.022374009957,2738.853469472265,0.9774215648189992
false,0.1,0.95,6,9767.097757958276,2364.9453515614236,1.017367736074
false,0.1,0.95,7,8916.547650826209,1869.2894239606514,0.9801010081079999
false,0.1,0.95,8,10391.369429467924,2985.550970608149,1.0087127020080002
true,0.05,0.95,1,6399.834444562648,645.4369726082384,0.3163215742019997
true,0.05,0.95,2,9279.95850218596,1002.9026991783926,0.7400938758519992
true,0.05,0.95,3,12243.251955992217,1590.9747797321072,1.268560936038998
true,0.05,0.95,4,9226.196472214688,1171.020379382978,0.7747753323589999
true,0.05,0.95,5,9302.361601603654,1072.163446857912,0.7934936926670004
true,0.05,0.95,6,9243.248903900687,1120.9844856600123,0.8041642328669992
true,0.05,0.95,7,8517.498062532122,912.58601925262,0.7791414888260008
true,0.05,0.95,8,10433.679072364721,1325.113764656776,0.8347085521769997
false,0.05,0.95,1,6097.097259449711,494.95212087317884,0.3438659182529997
false,0.05,0.95,2,8680.53939604389,745.4641564790627,0.816304893962999
false,0.05,0.95,3,10943.881148596114,1055.064046865105,1.4142029426390017
false,0.05,0.95,4,8591.066227977148,735.9754902765804,0.8090476435449986
false,0.05,0.95,5,8605.303628371888,776.363819638672,0.8480620505510009
false,0.05,0.95,6,8597.861473329629,806.4479819050925,0.8307703775240001
false,0.05,0.95,7,8058.174270009933,693.3620791128761,0.7748714021340003
false,0.05,0.95,8,9295.145378337716,811.5778938483828,0.8341701626430003
true,0.03,0.95,1,6189.568054309658,414.69523608468836,0.28494373855199945
true,0.03,0.95,2,8988.354980207292,684.039729063988,0.6805457155979994
true,0.03,0.95,3,11719.610761167089,970.1073005748492,1.1557003499129979
true,0.03,0.95,4,8810.217206899035,601.1336210637515,0.6826635027230004
true,0.03,0.95,5,8901.188086305297,690.3487743446518,0.7144138451419998
true,0.03,0.95,6,8953.420776426565,689.3324163117212,0.7369323274139992
true,0.03,0.95,7,8285.640485681653,580.3986759422841,0.6674134252010003
true,0.03,0.95,8,10033.752695774216,781.8914738413537,0.6913268713750008
false,0.03,0.95,1,5962.166490812647,326.02670323160845,0.27926585620599975
false,0.03,0.95,2,8518.893099467306,503.0762607524246,0.6644193248549992
false,0.03,0.95,3,10661.505986518432,642.6205471100045,1.190119401109
false,0.03,0.95,4,8416.533244689184,491.67572359797015,0.6869043126270002
false,0.03,0.95,5,8378.836899853126,457.95533869356325,0.7065799915449984
false,0.03,0.95,6,8396.924932423042,505.98860780826124,0.733298881354
false,0.03,0.95,7,7920.621042460099,466.0287109141914,0.6691750314549993
false,0.03,0.95,8,9076.780055011543,507.0595389324437,0.7188987045530003
true,0.1,0.99,1,8409.471404208478,2960.458384872369,0.5497165336769996
true,0.1,0.99,2,12147.5743446172,5864.354375612387,1.2738847650199994
true,0.1,0.99,3,18108.507487971634,14926.46039530079,2.299359775312997
true,0.1,0.99,4,13265.763783842738,9997.192574490551,1.2967167522340015
true,0.1,0.99,5,13438.579945583862,17514.46603909112,1.609592782626
true,0.1,0.99,6,13297.331661016653,11847.866197545296,1.4519138358409982
true,0.1,0.99,7,12210.048751534376,9783.53710979349,1.2831278301250002
true,0.1,0.99,8,14105.845013700793,9555.451370107963,1.362836578121997
false,0.1,0.99,1,7862.177784946836,2324.99225343917,0.531811247072
false,0.1,0.99,2,10980.348683356042,5025.539169427517,1.3864151604879997
false,0.1,0.99,3,13966.607673827253,7925.541166496404,2.299375196064997
false,0.1,0.99,4,10906.188128507922,6910.227111724713,1.280161958932999
false,0.1,0.99,5,10824.269377039222,4371.733501224208,1.306124066471999
false,0.1,0.99,6,10933.18447154225,4166.020470340439,1.4072232511720022
false,0.1,0.99,7,10118.057775833988,4871.467049906084,1.3790523411910025
false,0.1,0.99,8,11444.227253810834,4799.677029700154,1.2512981396520015
true,0.05,0.99,1,6795.738072574911,931.328917561216,0.3798560869939994
true,0.05,0.99,2,9396.964202963092,1436.012405859563,1.0050967345689996
true,0.05,0.99,3,12481.684697145016,2384.4309778416045,1.6655264726140024
true,0.05,0.99,4,9588.591535813506,2241.84231419306,0.9745450666590021
true,0.05,0.99,5,9571.151251852223,2769.1887896249277,1.039313183209998
true,0.05,0.99,6,9622.54120793596,1919.580952540828,1.05491042626
true,0.05,0.99,7,8836.380428288303,2086.4069796825756,0.9749606020469993
true,0.05,0.99,8,10521.82601852924,1812.122802197994,0.9975120346379994
false,0.05,0.99,1,6482.092964938021,781.2673250619865,0.4006176775969999
false,0.05,0.99,2,8834.825638712244,1320.8065533697672,0.9577023900030012
false,0.05,0.99,3,11143.720679939774,2179.267323714484,1.8278139292569993
false,0.05,0.99,4,8879.953816581272,1386.770486356319,0.9914911094659985
false,0.05,0.99,5,8798.196975886749,1246.9825597203203,0.9859704031579993
false,0.05,0.99,6,8838.154799360833,1460.75899853651,1.0641007819379997
false,0.05,0.99,7,8194.615658140463,1363.7968774018727,0.9604393809699996
false,0.05,0.99,8,9403.739725557156,1266.6545519804426,1.0310870746520004
true,0.03,0.99,1,6257.87541404468,502.50352283048994,0.32852826264399976
true,0.03,0.99,2,8914.127933171856,810.4386953823258,0.8204422076220007
true,0.03,0.99,3,11649.008902045334,1159.2362536137787,1.3889663432959989
true,0.03,0.99,4,8835.559686151742,850.2138389874724,0.8464479376819999
true,0.03,0.99,5,8895.312734831421,866.2406656472613,0.8778788852949997
true,0.03,0.99,6,8953.141529873647,848.3787412613509,0.9074474919080004
true,0.03,0.99,7,8303.077495852025,827.0563398474675,0.7948923893519994
true,0.03,0.99,8,9913.20027114954,886.625883753469,0.8243004942459994
false,0.03,0.99,1,6008.812279298834,445.24184587572444,0.3420677215060002
false,0.03,0.99,2,8458.961065543383,651.7183347068528,0.7826501409869997
false,0.03,0.99,3,10550.494001123188,845.9804841784922,1.4402601447720011
false,0.03,0.99,4,8352.305215140776,613.3685004699319,0.7867997680960019
false,0.03,0.99,5,8347.09059263166,622.1465222280275,0.8086495855380014
false,0.03,0.99,6,8358.55350456351,669.4885518564828,0.9666345408090004
false,0.03,0.99,7,7849.636003134585,671.3885258290187,0.8659160601300014
false,0.03,0.99,8,8971.852732726935,643.4675652943575,0.8887721387550014
