leadtime,shortage,setup,lostsales,CV,horizon,ADI,policy,mu_dist_bounds,avg_cost,MC_std,train_time_s,forecast_id,agent_id
2,75.0,1280,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-17629.809890333923,371.85261482336347,2993.771519041,4,90
2,75.0,1280,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-17717.67462199511,468.15418560413644,2993.771519041,5,90
2,75.0,1280,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-17164.86524970191,645.2291694259128,2993.771519041,6,90
2,75.0,1280,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-16768.601702071708,290.95331207990347,2993.771519041,7,90
2,75.0,1280,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-18710.23303359354,430.2121500608075,2993.771519041,8,90
4,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-6192.832065830075,151.2726766010113,3091.551151583,1,66
4,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8554.932328554409,180.4602328473245,3091.551151583,2,66
4,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-11268.813347711799,336.87599207678693,3091.551151583,3,66
4,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8564.61709820738,230.25813039908317,3091.551151583,4,66
4,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8572.610813343175,261.1075262349818,3091.551151583,5,66
4,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8587.4700331659,244.93723849561007,3091.551151583,6,66
4,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-7969.9105922203635,166.00013984987916,3091.551151583,7,66
4,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-9473.618497130814,313.7889315950751,3091.551151583,8,66
2,25.0,1280,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-13010.590361999586,125.60505277816515,3205.535187757,1,74
2,25.0,1280,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-17214.356107344203,166.25822164043316,3205.535187757,2,74
2,25.0,1280,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-21492.193275014222,270.04372148066864,3205.535187757,3,74
2,25.0,1280,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-17266.292006833628,211.87970499631342,3205.535187757,4,74
2,25.0,1280,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-17175.72316364833,407.47274105414726,3205.535187757,5,74
2,25.0,1280,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-16286.152047775078,433.25690903304195,3205.535187757,6,74
2,25.0,1280,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-16478.92295272253,208.29603187807254,3205.535187757,7,74
2,25.0,1280,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-18005.103689721316,194.99514571777155,3205.535187757,8,74
4,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-6464.2770903122355,133.43441006824622,3302.186069499,1,82
4,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8916.804438095298,323.5464919897626,3302.186069499,2,82
4,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-12528.328362577717,596.8869017547821,3302.186069499,3,82
4,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-9016.183481486783,384.61782175465254,3302.186069499,4,82
4,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-9158.983109894078,451.2666973191765,3302.186069499,5,82
4,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-9436.0714626646,492.9260416326949,3302.186069499,6,82
4,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8305.604964698707,229.68906076096616,3302.186069499,7,82
4,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-10651.731022367749,523.1610014543626,3302.186069499,8,82
2,75.0,320,true,0.1,32,false,sSPolicy,"(0.0, 20.0)",-6494.256874205735,56.7070388495423,2985.158970756,1,91
2,75.0,320,true,0.1,32,false,sSPolicy,"(0.0, 20.0)",-8549.685062948221,127.05569100435108,2985.158970756,2,91
2,75.0,320,true,0.1,32,false,sSPolicy,"(0.0, 20.0)",-11289.910112685735,231.12157751259022,2985.158970756,3,91
2,75.0,320,true,0.1,32,false,sSPolicy,"(0.0, 20.0)",-8607.588564493066,150.45381086048874,2985.158970756,4,91
2,75.0,320,true,0.1,32,false,sSPolicy,"(0.0, 20.0)",-8617.677724065406,169.25741931537345,2985.158970756,5,91
2,75.0,320,true,0.1,32,false,sSPolicy,"(0.0, 20.0)",-8608.830768404114,217.0372666591679,2985.158970756,6,91
2,75.0,320,true,0.1,32,false,sSPolicy,"(0.0, 20.0)",-8074.398406579636,145.61622013351382,2985.158970756,7,91
2,75.0,320,true,0.1,32,false,sSPolicy,"(0.0, 20.0)",-9629.856854271991,197.52223771370683,2985.158970756,8,91
1,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-6269.955597147574,110.956085155458,3336.466174992,1,67
1,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8452.97950116771,140.13247115967766,3336.466174992,2,67
1,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-10683.819038194044,213.56926613697846,3336.466174992,3,67
1,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8458.363370613693,165.59971385076364,3336.466174992,4,67
1,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8368.42261492673,194.13118477989448,3336.466174992,5,67
1,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8329.70480463114,180.55566454839635,3336.466174992,6,67
1,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-7978.811934926157,165.66124377861,3336.466174992,7,67
1,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8957.173839659377,169.70976440788328,3336.466174992,8,67
2,25.0,320,false,0.1,32,false,sSPolicy,"(0.0, 20.0)",-6170.418932386493,50.61861979332696,2979.557260848,1,75
2,25.0,320,false,0.1,32,false,sSPolicy,"(0.0, 20.0)",-8250.059126227243,142.30236589074275,2979.557260848,2,75
2,25.0,320,false,0.1,32,false,sSPolicy,"(0.0, 20.0)",-10490.260605264915,174.55728492519486,2979.557260848,3,75
2,25.0,320,false,0.1,32,false,sSPolicy,"(0.0, 20.0)",-8277.224181536501,135.52207797297478,2979.557260848,4,75
2,25.0,320,false,0.1,32,false,sSPolicy,"(0.0, 20.0)",-8284.923394444279,119.69625680042053,2979.557260848,5,75
2,25.0,320,false,0.1,32,false,sSPolicy,"(0.0, 20.0)",-8275.661990067581,120.39302456651227,2979.557260848,6,75
2,25.0,320,false,0.1,32,false,sSPolicy,"(0.0, 20.0)",-7807.719933473161,86.09167439382671,2979.557260848,7,75
2,25.0,320,false,0.1,32,false,sSPolicy,"(0.0, 20.0)",-8891.877185949903,164.4064034066028,2979.557260848,8,75
1,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-6573.653702324747,134.17992604745587,3236.650352299,1,83
1,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8735.615516024263,226.3629155496614,3236.650352299,2,83
1,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-11186.233052084377,356.9558167219336,3236.650352299,3,83
1,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8704.620230513434,271.2481866091972,3236.650352299,4,83
1,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8689.316503086828,283.0277036969442,3236.650352299,5,83
1,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8658.941824111424,277.8183894271068,3236.650352299,6,83
1,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8220.815804757849,203.3746588001962,3236.650352299,7,83
1,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-9499.719056608143,304.1910988718023,3236.650352299,8,83
2,75.0,320,true,0.3,32,false,sSPolicy,"(0.0, 20.0)",-6799.316502381572,185.72701748274253,2984.774597132,1,92
2,75.0,320,true,0.3,32,false,sSPolicy,"(0.0, 20.0)",-9135.858100254003,348.85618444912654,2984.774597132,2,92
2,75.0,320,true,0.3,32,false,sSPolicy,"(0.0, 20.0)",-11953.271967206661,639.1873515387261,2984.774597132,3,92
2,75.0,320,true,0.3,32,false,sSPolicy,"(0.0, 20.0)",-9115.339148096724,397.14060414556235,2984.774597132,4,92
2,75.0,320,true,0.3,32,false,sSPolicy,"(0.0, 20.0)",-9092.34284347152,451.38532888767276,2984.774597132,5,92
2,75.0,320,true,0.3,32,false,sSPolicy,"(0.0, 20.0)",-9104.896686861377,448.4745772496683,2984.774597132,6,92
2,75.0,320,true,0.3,32,false,sSPolicy,"(0.0, 20.0)",-8533.854423903873,285.3032836128388,2984.774597132,7,92
2,75.0,320,true,0.3,32,false,sSPolicy,"(0.0, 20.0)",-10175.635683540942,558.3070397618391,2984.774597132,8,92
2,25.0,320,false,0.3,32,false,sSPolicy,"(0.0, 20.0)",-6297.474107156888,179.46740666901792,2944.241870589,1,76
2,25.0,320,false,0.3,32,false,sSPolicy,"(0.0, 20.0)",-8643.838334591215,240.925393292379,2944.241870589,2,76
2,25.0,320,false,0.3,32,false,sSPolicy,"(0.0, 20.0)",-11141.986042503846,356.07131594412465,2944.241870589,3,76
2,25.0,320,false,0.3,32,false,sSPolicy,"(0.0, 20.0)",-8642.884881282958,263.7729064254616,2944.241870589,4,76
2,25.0,320,false,0.3,32,false,sSPolicy,"(0.0, 20.0)",-8597.858341066916,275.0470395675306,2944.241870589,5,76
2,25.0,320,false,0.3,32,false,sSPolicy,"(0.0, 20.0)",-8557.989648197397,274.2087421693524,2944.241870589,6,76
2,25.0,320,false,0.3,32,false,sSPolicy,"(0.0, 20.0)",-8105.240363221304,217.49251266976506,2944.241870589,7,76
2,25.0,320,false,0.3,32,false,sSPolicy,"(0.0, 20.0)",-9298.75302556647,297.87579585869327,2944.241870589,8,76
0,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-6519.435275560347,161.28869830475344,3514.623140064,1,68
0,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8403.583646066418,173.36835802679752,3514.623140064,2,68
0,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-10339.550277768121,208.4897615128,3514.623140064,3,68
0,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8373.673570775029,147.8743769209527,3514.623140064,4,68
0,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8352.648086038027,155.65993859897324,3514.623140064,5,68
0,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8318.385670648915,177.51967048696994,3514.623140064,6,68
0,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8010.908997267762,134.40018935455308,3514.623140064,7,68
0,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8827.234895395794,184.31315600552904,3514.623140064,8,68
0,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-6563.775467079415,110.01865899705072,3212.184362996,1,84
0,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8616.755974831676,152.2690739902654,3212.184362996,2,84
0,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-10666.34039019223,211.07888276836917,3212.184362996,3,84
0,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8612.518061887318,171.17750374217263,3212.184362996,4,84
0,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8569.112510268473,212.2995816781918,3212.184362996,5,84
0,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8461.727609240825,224.11748152045007,3212.184362996,6,84
0,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8217.395039484527,170.2234285639363,3212.184362996,7,84
0,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-9004.56433851812,176.8343655216658,3212.184362996,8,84
2,50.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-6578.421071852923,135.28612092459662,3239.691878381,1,85
2,50.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8685.382743385846,201.66633896538508,3239.691878381,2,85
2,50.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-11175.451644443063,322.35397804451355,3239.691878381,3,85
2,50.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8706.686740718686,229.97404925122905,3239.691878381,4,85
2,50.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8696.82608626701,276.9160720548879,3239.691878381,5,85
2,50.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8709.662965006733,262.8338535492045,3239.691878381,6,85
2,50.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8212.520785373208,169.49447649750024,3239.691878381,7,85
2,50.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-9525.121204170711,287.79719664441615,3239.691878381,8,85
2,10.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-6081.379106209327,115.63056172469618,3513.306138683,1,69
2,10.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8141.831460810783,113.76378506179745,3513.306138683,2,69
2,10.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-10191.990186516528,159.1106408429994,3513.306138683,3,69
2,10.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8117.7002030150425,132.19556445767063,3513.306138683,4,69
2,10.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8029.801536405635,147.5775689220473,3513.306138683,5,69
2,10.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-7989.11210230673,132.15872439473443,3513.306138683,6,69
2,10.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-7641.222846465927,143.65210905058314,3513.306138683,7,69
2,10.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8587.96347665004,148.6443221846226,3513.306138683,8,69
2,75.0,320,true,0.2,16,false,sSPolicy,"(0.0, 20.0)",-6660.658610546391,156.51573043198113,2954.945226727,1,94
2,75.0,320,true,0.2,16,false,sSPolicy,"(0.0, 20.0)",-8807.29102379211,242.46686182009913,2954.945226727,2,94
2,75.0,320,true,0.2,16,false,sSPolicy,"(0.0, 20.0)",-11555.556746490662,443.61940355456863,2954.945226727,3,94
2,75.0,320,true,0.2,16,false,sSPolicy,"(0.0, 20.0)",-8832.394014894271,271.09756127609836,2954.945226727,4,94
2,75.0,320,true,0.2,16,false,sSPolicy,"(0.0, 20.0)",-8864.22750369468,288.8877959536475,2954.945226727,5,94
2,75.0,320,true,0.2,16,false,sSPolicy,"(0.0, 20.0)",-8853.94466420719,350.8471038802608,2954.945226727,6,94
2,75.0,320,true,0.2,16,false,sSPolicy,"(0.0, 20.0)",-8301.635997353533,200.2249667964218,2954.945226727,7,94
2,75.0,320,true,0.2,16,false,sSPolicy,"(0.0, 20.0)",-9860.86876086902,395.4896078814379,2954.945226727,8,94
2,25.0,320,false,0.2,16,false,sSPolicy,"(0.0, 20.0)",-6279.670928173706,119.83993626381466,2933.079114685,1,78
2,25.0,320,false,0.2,16,false,sSPolicy,"(0.0, 20.0)",-8476.71609508717,189.0606684739194,2933.079114685,2,78
2,25.0,320,false,0.2,16,false,sSPolicy,"(0.0, 20.0)",-10760.65892179683,252.29712254641697,2933.079114685,3,78
2,25.0,320,false,0.2,16,false,sSPolicy,"(0.0, 20.0)",-8452.771386986904,190.45287620484808,2933.079114685,4,78
2,25.0,320,false,0.2,16,false,sSPolicy,"(0.0, 20.0)",-8423.638051069212,172.7480592943541,2933.079114685,5,78
2,25.0,320,false,0.2,16,false,sSPolicy,"(0.0, 20.0)",-8398.099737541423,192.9649113994748,2933.079114685,6,78
2,25.0,320,false,0.2,16,false,sSPolicy,"(0.0, 20.0)",-7971.024603558769,147.25918105302608,2933.079114685,7,78
2,25.0,320,false,0.2,16,false,sSPolicy,"(0.0, 20.0)",-9070.003116841854,214.77176402500496,2933.079114685,8,78
2,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-6460.260238990079,131.55378163279755,3224.187947018,1,86
2,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8806.169603359258,208.7682881995484,3224.187947018,2,86
2,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-11704.082878758776,403.1031176186558,3224.187947018,3,86
2,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8820.62661682041,256.0365173649703,3224.187947018,4,86
2,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8812.260944731393,276.17162824122585,3224.187947018,5,86
2,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8807.338496463304,319.3048219363156,3224.187947018,6,86
2,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8272.35205981724,162.50735437111206,3224.187947018,7,86
2,75.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-9907.371974480113,357.9406658032957,3224.187947018,8,86
2,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-6387.583691924372,160.22210050625787,3480.650886054,1,70
2,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8519.795155435624,189.6377811994621,3480.650886054,2,70
2,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-10770.268228103934,273.7517972444641,3480.650886054,3,70
2,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8468.373655264957,203.86224442664283,3480.650886054,4,70
2,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8410.652037457878,217.6999280382921,3480.650886054,5,70
2,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8378.445689790322,205.3669916266903,3480.650886054,6,70
2,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-7984.223681943967,193.78029696858573,3480.650886054,7,70
2,25.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-9115.750401628373,215.50569859660501,3480.650886054,8,70
2,75.0,320,true,0.2,8,false,sSPolicy,"(0.0, 20.0)",-6697.36015509746,164.715659183549,2946.992878461,1,95
2,75.0,320,true,0.2,8,false,sSPolicy,"(0.0, 20.0)",-8831.661625878338,269.5259558973349,2946.992878461,2,95
2,75.0,320,true,0.2,8,false,sSPolicy,"(0.0, 20.0)",-11571.673128506169,538.3263062057789,2946.992878461,3,95
2,75.0,320,true,0.2,8,false,sSPolicy,"(0.0, 20.0)",-8914.250646356637,338.10151138228883,2946.992878461,4,95
2,75.0,320,true,0.2,8,false,sSPolicy,"(0.0, 20.0)",-8911.690864672917,333.24342256627807,2946.992878461,5,95
2,75.0,320,true,0.2,8,false,sSPolicy,"(0.0, 20.0)",-8913.589491701074,358.48772576024555,2946.992878461,6,95
2,75.0,320,true,0.2,8,false,sSPolicy,"(0.0, 20.0)",-8336.202434651641,250.08480402363583,2946.992878461,7,95
2,75.0,320,true,0.2,8,false,sSPolicy,"(0.0, 20.0)",-9886.932729324173,453.75585860818927,2946.992878461,8,95
2,25.0,320,false,0.2,8,false,sSPolicy,"(0.0, 20.0)",-6315.917571042518,137.82493304980787,2922.021364514,1,79
2,25.0,320,false,0.2,8,false,sSPolicy,"(0.0, 20.0)",-8464.766289160407,178.71881847607312,2922.021364514,2,79
2,25.0,320,false,0.2,8,false,sSPolicy,"(0.0, 20.0)",-10737.84548926386,256.8316175856283,2922.021364514,3,79
2,25.0,320,false,0.2,8,false,sSPolicy,"(0.0, 20.0)",-8474.014064549912,186.50719815417276,2922.021364514,4,79
2,25.0,320,false,0.2,8,false,sSPolicy,"(0.0, 20.0)",-8465.879893735737,186.03241230125886,2922.021364514,5,79
2,25.0,320,false,0.2,8,false,sSPolicy,"(0.0, 20.0)",-8427.18514052162,190.43279742945202,2922.021364514,6,79
2,25.0,320,false,0.2,8,false,sSPolicy,"(0.0, 20.0)",-7991.19134333494,172.42745292168755,2922.021364514,7,79
2,25.0,320,false,0.2,8,false,sSPolicy,"(0.0, 20.0)",-9084.790230181206,225.16119872837314,2922.021364514,8,79
2,100.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-6809.528631170348,130.91540519527388,3265.376954053,1,87
2,100.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8964.887405944237,313.39430495968134,3265.376954053,2,87
2,100.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-11855.745878517915,546.7537991463406,3265.376954053,3,87
2,100.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8964.879118768282,347.5344642305935,3265.376954053,4,87
2,100.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8925.005435742256,372.1131609619591,3265.376954053,5,87
2,100.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-9026.285611546145,412.0217888309988,3265.376954053,6,87
2,100.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8369.39412704517,245.4729243810989,3265.376954053,7,87
2,100.0,320,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-10221.009643737649,508.0613695396415,3265.376954053,8,87
2,50.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-6373.502543136584,131.5918196927852,3472.804629472,1,71
2,50.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8697.025155022287,256.02217811141327,3472.804629472,2,71
2,50.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-11331.131597065685,404.88733552077593,3472.804629472,3,71
2,50.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8717.044788946234,278.2586304064403,3472.804629472,4,71
2,50.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8694.263378663964,287.75612763668215,3472.804629472,5,71
2,50.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8623.629832698238,300.0463585761179,3472.804629472,6,71
2,50.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-8178.982161966158,228.9031731855521,3472.804629472,7,71
2,50.0,320,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-9529.367836871308,349.61318574663875,3472.804629472,8,71
2,75.0,320,true,0.2,4,false,sSPolicy,"(0.0, 20.0)",-6245.942688879016,142.26818817792255,2951.469056369,1,96
2,75.0,320,true,0.2,4,false,sSPolicy,"(0.0, 20.0)",-8854.206620699548,256.187818234353,2951.469056369,2,96
2,75.0,320,true,0.2,4,false,sSPolicy,"(0.0, 20.0)",-11551.718179076519,463.0162749196136,2951.469056369,3,96
2,75.0,320,true,0.2,4,false,sSPolicy,"(0.0, 20.0)",-8774.950988446573,303.89732449157816,2951.469056369,4,96
2,75.0,320,true,0.2,4,false,sSPolicy,"(0.0, 20.0)",-8815.261319412875,305.3393350848283,2951.469056369,5,96
2,75.0,320,true,0.2,4,false,sSPolicy,"(0.0, 20.0)",-8886.325939166996,343.3453128349844,2951.469056369,6,96
2,75.0,320,true,0.2,4,false,sSPolicy,"(0.0, 20.0)",-8278.931117521026,207.8446086081556,2951.469056369,7,96
2,75.0,320,true,0.2,4,false,sSPolicy,"(0.0, 20.0)",-9889.608340924031,400.0054680590156,2951.469056369,8,96
2,25.0,320,false,0.2,4,false,sSPolicy,"(0.0, 20.0)",-6269.1152836732335,101.56858925863544,2931.348356607,1,80
2,25.0,320,false,0.2,4,false,sSPolicy,"(0.0, 20.0)",-8587.978218052358,191.33318870472627,2931.348356607,2,80
2,25.0,320,false,0.2,4,false,sSPolicy,"(0.0, 20.0)",-10636.45694782903,265.1692202430792,2931.348356607,3,80
2,25.0,320,false,0.2,4,false,sSPolicy,"(0.0, 20.0)",-8505.880541003766,183.46803625201403,2931.348356607,4,80
2,25.0,320,false,0.2,4,false,sSPolicy,"(0.0, 20.0)",-8498.817614518035,178.23844368229845,2931.348356607,5,80
2,25.0,320,false,0.2,4,false,sSPolicy,"(0.0, 20.0)",-8490.322034217786,208.00014301513073,2931.348356607,6,80
2,25.0,320,false,0.2,4,false,sSPolicy,"(0.0, 20.0)",-8105.108745165146,163.4083507342104,2931.348356607,7,80
2,25.0,320,false,0.2,4,false,sSPolicy,"(0.0, 20.0)",-9130.28061936217,212.8342745888567,2931.348356607,8,80
2,75.0,0,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-470.63987361027085,53.55775772070419,3089.916282553,1,88
2,75.0,0,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-978.6554697556422,166.15833558338232,3089.916282553,2,88
2,75.0,0,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-2108.4603228608144,365.0075275588477,3089.916282553,3,88
2,75.0,0,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-1026.5518807661094,193.86157001867002,3089.916282553,4,88
2,75.0,0,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-1055.5505292194684,209.52712390974057,3089.916282553,5,88
2,75.0,0,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-1163.3235321461163,241.96809216357286,3089.916282553,6,88
2,75.0,0,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-805.8017761246421,102.87190505723538,3089.916282553,7,88
2,75.0,0,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-1744.9088753379026,337.18610830101073,3089.916282553,8,88
2,25.0,0,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-421.5628060351926,46.02591306437795,3503.92155764,1,72
2,25.0,0,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-826.4507906584904,108.37554323537508,3503.92155764,2,72
2,25.0,0,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-1427.6540726983578,188.75838371322433,3503.92155764,3,72
2,25.0,0,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-832.8505040129356,112.38578094217348,3503.92155764,4,72
2,25.0,0,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-845.7414525097787,116.30490228007504,3503.92155764,5,72
2,25.0,0,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-885.2593689281144,127.475077280245,3503.92155764,6,72
2,25.0,0,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-717.1618429863288,81.22719797336805,3503.92155764,7,72
2,25.0,0,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-1133.3093166551903,153.4742265880546,3503.92155764,8,72
2,25.0,80,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-3227.002439841219,67.52174622522764,2978.557061866,1,105
2,25.0,80,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-4377.277161534588,118.25311998481843,2978.557061866,2,105
2,25.0,80,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-5705.7420386462045,193.5182463924721,2978.557061866,3,105
2,25.0,80,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-4377.209466645836,128.63685062345868,2978.557061866,4,105
2,25.0,80,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-4374.6394492335,143.71686122798647,2978.557061866,5,105
2,25.0,80,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-4367.42412951298,141.20480377315562,2978.557061866,6,105
2,25.0,80,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-4095.1421080999053,104.23469438586028,2978.557061866,7,105
2,25.0,80,false,0.2,32,false,sSPolicy,"(0.0, 20.0)",-4830.196554251625,161.7132171350847,2978.557061866,8,105
2,75.0,80,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",-3317.298673947839,98.38023346260282,3065.396800041,1,121
