leadtime,shortage,setup,lostsales,CV,horizon,ADI,policy,mu_dist_bounds,avg_cost,MC_std,train_time_s,forecast_id,agent_id,stockoutrate
4,10.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2189.0358826675415,142.39989183443544,1085.837286182,6,95,0.04949155813275924
4,10.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2099.9885654067994,131.05258252524297,1085.837286182,7,95,0.03214574336299005
4,10.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2414.1902683944704,152.20741287482548,1085.837286182,8,95,0.03743653232374713
4,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1997.6680943069457,60.01509299148888,1148.342198874,1,104,0.08837421011886347
4,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2647.2944355354307,91.50539999787115,1148.342198874,2,104,0.0789274026433752
4,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",3332.721470245361,116.60776210018705,1148.342198874,3,104,0.0818045593906039
4,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2639.3605060367586,97.5390375284239,1148.342198874,4,104,0.09004011908560992
4,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2646.730277074814,95.96031155642594,1148.342198874,5,104,0.10220620238552912
4,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2661.335023885727,91.76468058428297,1148.342198874,6,104,0.12393229425423985
4,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2500.4857766532896,82.6748001955613,1148.342198874,7,104,0.08658322264809096
4,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2841.098190071106,106.49538346589853,1148.342198874,8,104,0.08331989127526657
8,10.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2310.8210231399535,135.42472568889877,1084.996044883,1,96,0.05477674990880853
8,10.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2458.460385055542,177.06583867203224,1084.996044883,2,96,0.04609803624308659
8,10.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",3063.8436968460082,233.30047864729937,1084.996044883,3,96,0.055493710476519915
8,10.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2506.0334644660948,190.54323254671516,1084.996044883,4,96,0.050096187207252285
8,10.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2652.193198993683,198.30112994968601,1084.996044883,5,96,0.06834555421113721
8,10.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2711.030815689087,189.4140120771957,1084.996044883,6,96,0.07257918363086088
8,10.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2542.5006232299806,166.0541905822055,1084.996044883,7,96,0.050780258031322564
8,10.0,10,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2855.9464339141846,217.32303033086848,1084.996044883,8,96,0.06202875115415733
8,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2415.050933773041,151.00646397686523,1152.148030045,1,105,0.07473370254163876
8,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2937.4911375427246,140.85796835755565,1152.148030045,2,105,0.09146656535878454
8,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",3798.042517341614,132.7033187318639,1152.148030045,3,105,0.11216910765828773
8,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2927.9074598350526,106.7431503882433,1152.148030045,4,105,0.11426881118334925
8,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2985.752230709076,104.9606109071252,1152.148030045,5,105,0.16714207047311824
8,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2999.3847792015076,108.37943048181762,1152.148030045,6,105,0.16413857369937027
8,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",3059.742970428467,154.74587806977408,1152.148030045,7,105,0.08236090473649321
8,5.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",3141.02845602417,125.96284693649005,1152.148030045,8,105,0.11904510016381502
2,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1686.5907726154328,47.22835851485193,1087.439359144,1,97,0.08930089738226528
2,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2165.3741343460083,76.09442444437981,1087.439359144,2,97,0.06386629598738758
2,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2601.338104309082,96.7286144100271,1087.439359144,3,97,0.05712450909420765
2,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2153.845575525284,80.52866178198443,1087.439359144,4,97,0.06897563078665199
2,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2164.3344571352004,81.32557295814335,1087.439359144,5,97,0.08158643499773381
2,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2145.6124729862213,79.10129478316205,1087.439359144,6,97,0.07394162594648807
2,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2051.685195095062,73.11325446965027,1087.439359144,7,97,0.07813595083371232
2,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2293.40340076828,79.47595189425056,1087.439359144,8,97,0.0603696461190729
2,10.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2315.731862192154,81.18877152710057,1154.65385038,1,106,0.04906732975112139
2,10.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2918.878552898407,101.74289408579916,1154.65385038,2,106,0.026510421240557587
2,10.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",3541.2384716300962,124.40582591647781,1154.65385038,3,106,0.02071999567443152
2,10.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2900.334911331177,102.66417080452256,1154.65385038,4,106,0.0270277781953308
2,10.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2905.167154916763,120.26572252959964,1154.65385038,5,106,0.038186351302095425
2,10.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2887.4179920215606,117.66539187330221,1154.65385038,6,106,0.04080581732212086
2,10.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2760.836358909607,100.7696783554969,1154.65385038,7,106,0.030722276162940744
2,10.0,30,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",3115.794589439392,110.90699133070304,1154.65385038,8,106,0.02673497458686014
4,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",1912.6757590827942,82.37297235185346,1087.437305503,1,98,0.05496914670361288
4,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2334.6403265190124,113.92262279181324,1087.437305503,2,98,0.043939395202722525
4,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2841.719929512024,148.2038800499476,1087.437305503,3,98,0.044881107967941127
4,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2281.687919401169,106.17748155322026,1087.437305503,4,98,0.0657988779171123
4,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2264.634558540344,99.18479779668436,1087.437305503,5,98,0.09658559844668962
4,5.0,20,true,0.2,32,false,sSPolicy,"(0.0, 20.0)",2270.6999230422975,100.23716841113583,1087.437305503,6,98,0.07763533508487548
