$L$&$b$&$K$&$CoV$&Average gap (DP)&Median gap (DP)&Average gap (Simple)&Median gap (Simple)\\
2&75&80&0.2&2.5&1.29&-5.99&-7.07\\
8&75&320&0.2&1.8&1.28&-5.14&-5.11\\
2&75&1280&0.2&2.0&1.27&-2.85&-3.21\\
4&75&320&0.2&1.32&0.8&-5.17&-5.9\\
2&75&320&0.1&2.68&2.15&-2.49&-3.26\\
1&75&320&0.2&1.71&1.02&-3.77&-4.63\\
2&75&320&0.3&1.72&0.94&-5.67&-6.36\\
0&75&320&0.2&1.62&0.88&-3.22&-4.1\\
2&50&320&0.2&1.78&1.07&-4.67&-5.58\\
2&75&320&0.2&1.74&1.15&-4.14&-5.03\\
2&100&320&0.2&1.81&0.96&-3.9&-4.87\\
2&75&0&0.2&0.71&0.47&1.19&0.94\\
