$L$&$b$&$K$&$CoV$&Average gap (DP)&Median gap (DP)&Average gap (Simple)&Median gap (Simple)\\
8&25&320&0.2&2.27&1.83&-3.76&-4.13\\
2&25&80&0.2&2.26&1.44&-8.08&-9.13\\
4&25&320&0.2&1.42&0.83&-5.97&-6.49\\
2&25&1280&0.2&2.02&1.57&-4.07&-3.92\\
1&25&320&0.2&2.04&1.38&-5.52&-6.34\\
2&25&320&0.1&1.81&1.14&-3.86&-4.48\\
0&25&320&0.2&2.05&1.32&-4.68&-5.48\\
2&25&320&0.3&1.64&0.86&-7.38&-8.09\\
2&10&320&0.2&1.82&1.08&-8.25&-9.06\\
2&25&320&0.2&1.75&1.18&-5.96&-6.69\\
2&50&320&0.2&1.74&1.05&-4.68&-5.44\\
2&25&0&0.2&-2.43&-2.37&-2.05&-1.92\\
